tempo_hh:mm:ss,velocidade_Instantanea_kmh,velocidade_Media_kmh,distancia_km
08:20:04,1.140000,1.108799999999999,0.0030
08:20:05,1.200000,1.1393999999999997,0.0033
08:20:06,1.260000,1.1699999999999997,0.0036
08:20:07,1.320000,1.1997,0.0040
08:20:08,1.380000,1.2297599999999995,0.0044
08:20:09,1.440000,1.2599999999999996,0.0048
08:20:10,1.500000,1.2898285714285713,0.0052
08:20:11,1.559999,1.31985,0.0056
08:20:12,1.619999,1.3499999999999999,0.0060
08:20:13,1.679999,1.3798799999999998,0.0065
08:20:14,1.739999,1.409890909090909,0.0070
08:20:15,1.799999,1.4399999999999997,0.0075
08:20:16,1.859999,1.469907692307692,0.0080
08:20:17,1.919999,1.4999142857142858,0.0085
08:20:18,1.979999,1.53,0.0090
08:20:19,2.039999,1.5599249999999998,0.0096
08:20:20,2.099999,1.5899294117647058,0.0102
08:20:21,2.159999,1.6199999999999999,0.0108
08:20:22,2.219999,1.6499368421052631,0.0114
08:20:23,2.279999,1.6799400000000002,0.0120
08:20:24,2.339999,1.7100000000000002,0.0126
08:20:25,2.399999,1.7399454545454545,0.0133
08:20:26,2.459999,1.769947826086956,0.0140
08:20:27,2.519999,1.7999999999999998,0.0147
08:20:28,2.579998,1.829952,0.0154
08:20:29,2.639998,1.859953846153846,0.0161
08:20:30,2.699998,1.89,0.0168
08:20:31,2.759998,1.9199571428571425,0.0176
08:20:32,2.819998,1.949958620689655,0.0184
08:20:33,2.879998,1.9799999999999998,0.0192
08:20:34,2.939998,2.0099612903225808,0.0200
08:20:35,2.999998,2.0399625,0.0208
08:20:36,3.059998,2.07,0.0216
08:20:37,3.119998,2.099964705882353,0.0225
08:20:38,3.179998,2.1299657142857145,0.0234
08:20:39,3.239998,2.1599999999999997,0.0243
08:20:40,3.299998,2.1899675675675674,0.0252
08:20:41,3.359998,2.2199684210526316,0.0261
08:20:42,3.419998,2.2499999999999996,0.0270
08:20:43,3.479998,2.2799699999999996,0.0280
08:20:44,3.539998,2.309970731707317,0.0290
08:20:45,3.599997,2.34,0.0300
08:20:46,3.659997,2.3699720930232555,0.0310
08:20:47,3.719997,2.399972727272727,0.0320
08:20:48,3.779997,2.4299999999999997,0.0330
08:20:49,3.839997,2.459973913043478,0.0341
08:20:50,3.899997,2.4899744680851064,0.0352
08:20:51,3.959997,2.5199999999999996,0.0363
08:20:52,4.019997,2.549975510204081,0.0374
08:20:53,4.079997,2.5799759999999994,0.0385
