tempo_hh:mm:ss,velocidade_Instantanea_kmh,velocidade_Media_kmh,distancia_km
08:48:19,1.140000,1.108799999999999,0.0030
08:48:20,1.200000,1.1393999999999997,0.0033
08:48:21,1.260000,1.1699999999999997,0.0036
08:48:22,1.320000,1.1997,0.0040
08:48:23,1.380000,1.2297599999999995,0.0044
08:48:24,1.440000,1.2599999999999996,0.0048
08:48:25,1.500000,1.2898285714285713,0.0052
08:48:26,1.559999,1.31985,0.0056
08:48:27,1.619999,1.3499999999999999,0.0060
08:48:28,1.679999,1.3798799999999998,0.0065
08:48:29,1.739999,1.409890909090909,0.0070
08:48:30,1.799999,1.4399999999999997,0.0075
08:48:31,1.859999,1.469907692307692,0.0080
08:48:32,1.919999,1.4999142857142858,0.0085
08:48:33,1.979999,1.53,0.0090
08:48:34,2.039999,1.5599249999999998,0.0096
08:48:35,2.099999,1.5899294117647058,0.0102
08:48:36,2.159999,1.6199999999999999,0.0108
08:48:37,2.219999,1.6499368421052631,0.0114
08:48:38,2.279999,1.6799400000000002,0.0120
08:48:39,2.339999,1.7100000000000002,0.0126
08:48:40,2.399999,1.7399454545454545,0.0133
08:48:41,2.459999,1.769947826086956,0.0140
08:48:42,2.519999,1.7999999999999998,0.0147
08:48:43,2.579998,1.829952,0.0154
08:48:44,2.639998,1.859953846153846,0.0161
08:48:45,2.699998,1.89,0.0168
08:48:46,2.759998,1.9199571428571425,0.0176
08:48:47,2.819998,1.949958620689655,0.0184
08:48:48,2.879998,1.9799999999999998,0.0192
08:48:49,2.939998,2.0099612903225808,0.0200
08:48:50,2.999998,2.0399625,0.0208
08:48:51,3.059998,2.07,0.0216
08:48:52,3.119998,2.099964705882353,0.0225
08:48:53,3.179998,2.1299657142857145,0.0234
08:48:54,3.239998,2.1599999999999997,0.0243
08:48:55,3.299998,2.1899675675675674,0.0252
08:48:56,3.359998,2.2199684210526316,0.0261
08:48:57,3.419998,2.2499999999999996,0.0270
08:48:58,3.479998,2.2799699999999996,0.0280
08:48:59,3.539998,2.309970731707317,0.0290
08:49:00,3.599997,2.34,0.0300
