tempo_hh:mm:ss,velocidade_Instantanea_kmh,velocidade_Media_kmh,distancia_km
17:38:54,0.000000,0.0,"0.000000
"
17:38:55,0.000000,0.0,"0.000000
"
17:38:56,0.000000,0.0,"0.000000
"
17:38:57,0.000000,0.0,"0.000000
"
17:38:58,0.000000,0.0,"0.000000
"
17:38:59,0.000000,0.0,"0.000000
"
17:39:00,0.000000,0.0,"0.000000
"
17:39:01,0.000000,0.0,"0.000000
"
17:39:02,0.000000,0.0,"0.000000
"
17:39:03,0.000000,0.0,"0.000000
"
17:39:04,0.000000,0.0,"0.000000
"
17:39:05,0.000000,0.0,"0.000000
"
17:39:06,0.000000,0.0,"0.000000
"
17:39:07,0.000000,0.0,"0.000000
"
17:39:08,0.000000,0.0,"0.000000
"
17:39:09,0.000000,0.0,"0.000000
"
17:39:10,0.000000,0.0,"0.000000
"
17:39:11,0.000000,0.0,"0.000000
"
17:39:12,0.000000,0.0,"0.000000
"
17:39:13,0.000000,0.0,"0.000000
"
17:39:14,0.000000,0.0,"0.000000
"
17:39:15,0.000000,0.0,"0.000000
"
17:39:16,0.000000,0.0,"0.000000
"
17:39:17,0.000000,0.0,"0.000000
"
17:39:18,0.000000,0.0,"0.000000
"
17:39:19,0.000000,0.0,"0.000000
"
17:39:20,0.000000,0.0,"0.000000
"
17:39:21,0.000000,0.0,"0.000000
"
