tempo_hh:mm:ss,velocidade_Instantanea_kmh,velocidade_Media_kmh,distancia_km
18:44:42,1.140000,1.108799999999999,0.003008
18:44:43,1.200000,1.1393999999999997,0.003333
18:44:44,1.260000,1.1699999999999997,0.003675
18:44:45,1.320000,1.1997,0.004033
18:44:46,1.380000,1.2297599999999995,0.004408
18:44:47,1.440000,1.2599999999999996,0.004800
18:44:48,1.500000,1.2898285714285713,0.005208
18:44:49,1.559999,1.31985,0.005633
18:44:50,1.619999,1.3499999999999999,0.006075
18:44:51,1.679999,1.3798799999999998,0.006533
18:44:52,1.739999,1.409890909090909,0.007008
18:44:53,1.799999,1.4399999999999997,0.007500
18:44:54,1.859999,1.469907692307692,0.008008
18:44:55,1.919999,1.4999142857142858,0.008533
18:44:56,1.979999,1.53,0.009075
18:44:57,2.039999,1.5599249999999998,0.009633
18:44:58,2.099999,1.5899294117647058,0.010208
18:44:59,2.159999,1.6199999999999999,0.010800
18:45:00,2.219999,1.6499368421052631,0.011408
18:45:01,2.279999,1.6799400000000002,0.012033
18:45:02,2.339999,1.7100000000000002,0.012675
18:45:03,2.399999,1.7399454545454545,0.013333
18:45:04,2.459999,1.769947826086956,0.014008
18:45:05,2.519999,1.7999999999999998,0.014700
18:45:06,2.579998,1.829952,0.015408
18:45:07,2.639998,1.859953846153846,0.016133
18:45:09,2.699998,1.89,0.016875
18:45:10,2.759998,1.9199571428571425,0.017633
18:45:11,2.819998,1.949958620689655,0.018408
18:45:12,2.879998,1.9799999999999998,0.019200
18:45:13,2.939998,2.0099612903225808,0.020008
18:45:14,2.999998,2.0399625,0.020833
18:45:15,3.059998,2.07,0.021675
18:45:16,3.119998,2.099964705882353,0.022533
18:45:17,3.179998,2.1299657142857145,0.023408
18:45:18,3.239998,2.1599999999999997,0.024300
18:45:19,3.299998,2.1899675675675674,0.025208
18:45:20,3.359998,2.2199684210526316,0.026133
18:45:21,3.419998,2.2499999999999996,0.027075
18:45:22,3.479998,2.2799699999999996,0.028033
18:45:23,3.539998,2.309970731707317,0.029008
18:45:24,3.599997,2.34,0.030000
18:45:25,3.659997,2.3699720930232555,0.031008
18:45:26,3.719997,2.399972727272727,0.032033
18:45:27,3.779997,2.4299999999999997,0.033075
18:45:28,3.839997,2.459973913043478,0.034133
18:45:29,3.899997,2.4899744680851064,0.035208
18:45:30,3.959997,2.5199999999999996,0.036300
18:45:31,4.019997,2.549975510204081,0.037408
18:45:32,4.079997,2.5799759999999994,0.038533
18:45:33,4.139997,2.61,0.039675
18:45:34,4.199997,2.6399769230769228,0.040833
18:45:35,4.259997,2.6699773584905655,0.042008
18:45:36,4.319997,2.6999999999999997,0.043200
18:45:37,4.379997,2.729978181818182,0.044408
18:45:38,4.439997,2.759978571428571,0.045633
18:45:39,4.499997,2.7899999999999996,0.046875
18:45:40,4.559997,2.8199793103448276,0.048133
18:45:41,4.619997,2.8499796610169494,0.049408
18:45:42,4.679996,2.880000000000001,0.050700
18:45:43,4.739996,2.9099803278688534,0.052008
18:45:44,4.799996,2.9399806451612913,0.053333
18:45:45,4.859996,2.9700000000000015,0.054675
18:45:46,4.919996,2.9999812500000016,0.056033
18:45:47,4.979996,3.0299815384615405,0.057408
18:45:48,5.039996,3.0600000000000023,0.058800
18:45:49,5.099996,3.089982089552241,0.060208
18:45:50,5.159996,3.119982352941179,0.061633
18:45:51,5.219996,3.1500000000000035,0.063075
18:45:52,5.279996,3.17998285714286,0.064533
18:45:53,5.339996,3.209983098591553,0.066008
18:45:54,5.399996,3.240000000000004,0.067500
18:45:55,5.459996,3.26998356164384,0.069008
18:45:56,5.519996,3.299983783783788,0.070533
18:45:57,5.579996,3.330000000000005,0.072075
18:45:58,5.639996,3.359984210526321,0.073633
18:45:59,5.699995,3.3899844155844208,0.075208
18:46:00,5.759995,3.4200000000000053,0.076800
18:46:01,5.819995,3.449984810126588,0.078408
18:46:02,5.879995,3.4799850000000063,0.080033
18:46:03,5.939995,3.5100000000000064,0.081675
18:46:04,5.999995,3.5399853658536653,0.083333
18:46:05,6.059995,3.5699855421686815,0.085008
18:46:06,6.119995,3.600000000000007,0.086700
18:46:07,6.179995,3.6299858823529485,0.088408
18:46:08,6.239995,3.659986046511636,0.090133
18:46:09,6.299995,3.6900000000000075,0.091875
18:46:10,6.359995,3.7199863636363713,0.093633
18:46:11,6.419995,3.7499865168539412,0.095408
18:46:12,6.479995,3.7800000000000082,0.097200
18:46:13,6.539995,3.8099868131868218,0.099008
18:46:14,6.599995,3.839986956521748,0.100833
18:46:15,6.659995,3.870000000000009,0.102675
18:46:16,6.719995,3.8999872340425625,0.104533
18:46:17,6.779994,3.929987368421062,0.106408
18:46:18,6.839994,3.9600000000000097,0.108300
18:46:19,6.899994,3.9899876288659892,0.110208
18:46:20,6.959994,4.019987755102051,0.112133
18:46:21,7.019994,4.0500000000000105,0.114075
18:46:22,7.079994,4.079988000000011,0.116033
18:46:23,7.139994,4.109988118811892,0.118008
18:46:24,7.199994,4.140000000000011,0.120000
18:46:25,7.259994,4.169988349514575,0.122008
18:46:26,7.319994,4.1999884615384735,0.124033
18:46:27,7.379994,4.230000000000011,0.126075
18:46:28,7.439994,4.259988679245295,0.128133
18:46:29,7.499994,4.289988785046741,0.130208
18:46:30,7.559994,4.320000000000012,0.132300
18:46:31,7.619994,4.3499889908257,0.134408
18:46:32,7.679994,4.379989090909103,0.136533
18:46:33,7.739994,4.410000000000013,0.138675
18:46:34,7.799993,4.439989285714299,0.140833
18:46:35,7.859993,4.469989380530985,0.143008
18:46:36,7.919993,4.500000000000012,0.145200
18:46:37,7.979993,4.529989565217403,0.147408
18:46:38,8.039994,4.5599896551724255,0.149633
18:46:39,8.099994,4.590000000000011,0.151875
18:46:40,8.159995,4.619989830508485,0.154133
18:46:41,8.219995,4.6499899159663975,0.156408
18:46:42,8.279995,4.68000000000001,0.158700
18:46:43,8.339996,4.709990082644639,0.161008
18:46:44,8.399996,4.739990163934436,0.163333
18:46:45,8.459997,4.770000000000009,0.165675
18:46:46,8.519997,4.799990322580654,0.168033
18:46:47,8.579998,4.82999040000001,0.170408
18:46:48,8.639998,4.860000000000009,0.172800
18:46:49,8.699998,4.8899905511811115,0.175208
18:46:50,8.759999,4.9199906250000085,0.177633
18:46:51,8.819999,4.950000000000008,0.180075
18:46:52,8.880000,4.979990769230777,0.182533
18:46:53,8.940000,5.009990839694664,0.185008
18:46:54,9.000000,5.040000000000007,0.187500
18:46:55,9.060001,5.0699909774436165,0.190008
18:46:56,9.120001,5.099991044776127,0.192533
18:46:57,9.180002,5.130000000000007,0.195075
18:46:58,9.240002,5.159991176470594,0.197633
18:46:59,9.300003,5.189991240875918,0.200208
18:47:00,9.360003,5.220000000000006,0.202800
18:47:01,9.420003,5.249991366906481,0.205408
18:47:02,9.480004,5.279991428571434,0.208033
18:47:03,9.540004,5.310000000000005,0.210675
18:47:04,9.600005,5.339991549295779,0.213333
18:47:05,9.660005,5.369991608391613,0.216008
18:47:06,9.720005,5.400000000000005,0.218700
18:47:07,9.780006,5.429991724137935,0.221408
18:47:08,9.840006,5.459991780821921,0.224133
18:47:09,9.900007,5.490000000000004,0.226875
18:47:10,9.960007,5.5199918918918955,0.229633
18:47:11,10.020008,5.549991946308728,0.232408
18:47:12,10.080008,5.580000000000003,0.235200
18:47:13,10.140008,5.609992052980135,0.238008
18:47:14,10.200009,5.63999210526316,0.240833
18:47:15,10.260009,5.670000000000003,0.243675
18:47:16,10.320010,5.69999220779221,0.246533
18:47:17,10.380010,5.7299922580645175,0.249408
18:47:18,10.440011,5.7600000000000025,0.252300
18:47:19,10.500011,5.7899923566878995,0.255208
18:47:20,10.560011,5.819992405063293,0.258133
18:47:21,10.620012,5.850000000000001,0.261075
18:47:22,10.680012,5.879992500000002,0.264033
18:47:23,10.740013,5.909992546583853,0.267008
18:47:24,10.800013,5.940000000000001,0.270000
18:47:25,10.860013,5.96999263803681,0.273008
18:47:26,10.920014,5.999992682926829,0.276033
18:47:27,10.980014,6.03,0.279075
18:47:28,11.040015,6.059992771084338,0.282133
18:47:29,11.100015,6.089992814371257,0.285208
18:47:30,11.160016,6.119999999999999,0.288300
18:47:31,11.220016,6.149992899408283,0.291408
18:47:32,11.280016,6.179992941176469,0.294533
18:47:33,11.340017,6.209999999999999,0.297675
18:47:34,11.400017,6.2399930232558125,0.300833
18:47:35,11.460018,6.269993063583813,0.304008
18:47:36,11.520018,6.299999999999997,0.307200
18:47:37,11.580018,6.329993142857141,0.310408
18:47:38,11.640019,6.359993181818179,0.313633
18:47:39,11.700019,6.389999999999998,0.316875
18:47:40,11.760020,6.419993258426963,0.320133
18:47:41,11.820020,6.4499932960893815,0.323408
18:47:42,11.880021,6.479999999999996,0.326700
18:47:43,11.940021,6.509993370165742,0.330008
18:47:44,12.000021,6.5399934065934024,0.333333
18:47:45,12.060022,6.569999999999996,0.336675
18:47:46,12.120022,6.599993478260864,0.340033
18:47:47,12.180023,6.629993513513509,0.343408
18:47:48,12.240023,6.659999999999995,0.346800
18:47:49,12.300024,6.689993582887696,0.350208
18:47:50,12.360024,6.719993617021271,0.353633
18:47:51,12.420024,6.749999999999994,0.357075
18:47:52,12.480025,6.77999368421052,0.360533
18:47:53,12.540025,6.8099937172774805,0.364008
