tempo_hh:mm:ss,velocidade_Instantanea_kmh,velocidade_Media_kmh,distancia_km
17:42:15,0.000000,0.0,"0.000000
"
17:42:16,0.000000,0.0,"0.000000
"
17:42:17,0.000000,0.0,"0.000000
"
17:42:18,0.000000,0.0,"0.000000
"
17:42:19,0.000000,0.0,"0.000000
"
17:42:20,0.000000,0.0,"0.000000
"
17:42:21,0.000000,0.0,"0.000000
"
17:42:22,0.000000,0.0,"0.000000
"
17:42:23,0.000000,0.0,"0.000000
"
17:42:24,0.000000,0.0,"0.000000
"
17:42:25,0.000000,0.0,"0.000000
"
17:42:26,0.000000,0.0,"0.000000
"
17:42:27,0.000000,0.0,"0.000000
"
17:42:28,0.000000,0.0,"0.000000
"
17:42:29,0.000000,0.0,"0.000000
"
17:42:30,0.000000,0.0,"0.000000
"
17:42:31,0.000000,0.0,"0.000000
"
17:42:32,0.000000,0.0,"0.000000
"
17:42:33,0.000000,0.0,"0.000000
"
17:42:38,0.000000,0.0,0.000000
17:42:38,0.000000,0.0,0.000000
17:42:39,0.000000,0.0,0.000000
17:42:40,0.000000,0.0,0.000000
17:42:41,0.000000,0.0,0.000000
17:42:42,0.000000,0.0,0.000000
17:42:43,0.000000,0.0,0.000000
17:42:44,0.000000,0.0,0.000000
17:42:45,0.000000,0.0,0.000000
17:42:46,0.000000,0.0,0.000000
17:42:47,0.000000,0.0,0.000000
17:42:48,0.000000,0.0,0.000000
17:42:49,0.000000,0.0,0.000000
17:42:50,0.000000,0.0,0.000000
17:42:51,0.000000,0.0,0.000000
17:42:52,0.000000,0.0,0.000000
17:42:53,0.000000,0.0,0.000000
17:42:54,0.000000,0.0,0.000000
17:42:55,0.000000,0.0,0.000000
17:42:56,0.000000,0.0,0.000000
17:42:57,0.000000,0.0,0.000000
17:42:58,0.000000,0.0,0.000000
17:42:59,0.000000,0.0,0.000000
17:43:00,0.000000,0.0,0.000000
17:43:01,0.000000,0.0,0.000000
17:43:02,0.000000,0.0,0.000000
17:43:03,0.000000,0.0,0.000000
